Unnamed: 0,UnderlyingPrice,OptionSymbol,Type,Expiration,DataDate,Strike,Last,Bid,Ask,Volume,OpenInterest,T1OpenInterest,IVMean,IVBid,IVAsk,Delta,Gamma,Theta,Vega,AKA,T,Mid,Sigma,BSModel,MCModel,MCSe,BSError,MCError
10,174.09,GS160108C00150000,call,2016-01-08,2016-01-05,150.0,0.0,21.9,25.55,0,0,0,0.0874,0.0,1.6795,1.0,0.0,0.0,0.0,GS160108C00150000,0.00821917808219178,23.725,0.0874,24.21323701894491,24.202998017582452,0.009771739030534575,0.4882370189449077,0.47799801758245053
11,174.09,GS160108P00150000,put,2016-01-08,2016-01-05,150.0,0.06,0.0,0.13,0,177,177,0.8797,0.0,0.9684,-0.0157,0.0032,-0.1032,0.0055,GS160108P00150000,0.00821917808219178,0.13,0.8797,0.1507485006914182,0.1545899167080836,0.00784470003402802,0.020748500691418204,0.02458991670808361
12,174.09,GS160108C00152500,call,2016-01-08,2016-01-05,152.5,0.0,19.35,23.3,0,0,0,0.0874,0.0,1.6288,1.0,0.0,0.0,0.0,GS160108C00152500,0.00821917808219178,21.325000000000003,0.0874,21.71529096926065,21.7050519678982,0.009771739030534575,0.3902909692606471,0.38005196789819706
13,174.09,GS160108P00152500,put,2016-01-08,2016-01-05,152.5,0.07,0.0,0.13,0,224,224,0.7818,0.0,0.8769,-0.0158,0.0036,-0.0923,0.0055,GS160108P00152500,0.00821917808219178,0.13,0.7818,0.13442871341429719,0.13788307908226866,0.00705526778163277,0.004428713414297181,0.007883079082268651
14,174.09,GS160108C00155000,call,2016-01-08,2016-01-05,155.0,0.0,17.15,20.2,0,0,0,0.0874,0.0,1.2926,1.0,0.0,0.0,0.0,GS160108C00155000,0.00821917808219178,18.674999999999997,0.0874,19.21734491957642,19.207105918213948,0.009771739030534575,0.5423449195764221,0.5321059182139507
15,174.09,GS160108P00155000,put,2016-01-08,2016-01-05,155.0,0.07,0.0,0.07,0,254,254,0.6727,0.0,0.7101,-0.0144,0.0039,-0.0733,0.0051,GS160108P00155000,0.00821917808219178,0.07,0.6727,0.10560513985775355,0.108560889685759,0.005838338526177764,0.03560513985775354,0.03856088968575899
16,174.09,GS160108C00157500,call,2016-01-08,2016-01-05,157.5,0.0,14.8,17.7,0,0,0,0.0874,0.0,1.1654,1.0,0.0,0.0,0.0,GS160108C00157500,0.00821917808219178,16.25,0.0874,16.71939886989216,16.709159868529696,0.009771739030534575,0.46939886989216006,0.4591598685296958
17,174.09,GS160108P00157500,put,2016-01-08,2016-01-05,157.5,0.06,0.0,0.13,3,70,73,0.5885,0.0,0.6945,-0.0157,0.0048,-0.0691,0.0055,GS160108P00157500,0.00821917808219178,0.13,0.5885,0.09952197291116782,0.10216598466289993,0.005368043052120432,-0.030478027088832182,-0.027834015337100074
18,174.09,GS160108C00160000,call,2016-01-08,2016-01-05,160.0,15.05,12.7,15.3,5,52,52,0.0874,0.0,1.067,1.0,0.0,0.0,0.0,GS160108C00160000,0.00821917808219178,14.0,0.0874,14.221452820207901,14.211213818845444,0.009771739030534575,0.2214528202079009,0.21121381884544377
19,174.09,GS160108P00160000,put,2016-01-08,2016-01-05,160.0,0.04,0.0,0.08,112,115,193,0.512,0.0,0.5534,-0.0187,0.0064,-0.0697,0.0064,GS160108P00160000,0.00821917808219178,0.08,0.512,0.10091101049348072,0.10337561816110868,0.005120509727974409,0.020911010493480722,0.023375618161108683
20,174.09,GS160108C00162500,call,2016-01-08,2016-01-05,162.5,0.0,9.75,12.8,0,0,0,0.0874,0.0,0.9343,1.0,0.0,0.0,0.0,GS160108C00162500,0.00821917808219178,11.275,0.0874,11.72350677052367,11.713267769161193,0.009771739030534575,0.44850677052366983,0.43826776916119314
21,174.09,GS160108P00162500,put,2016-01-08,2016-01-05,162.5,0.09,0.0,0.14,186,64,163,0.4646,0.0,0.5186,-0.0305,0.0107,-0.0956,0.0096,GS160108P00162500,0.00821917808219178,0.14,0.4646,0.1443186292332701,0.14691561274684312,0.005991600264089759,0.004318629233270088,0.006915612746843103
22,174.09,GS160108C00165000,call,2016-01-08,2016-01-05,165.0,9.38,8.05,9.7,12,0,12,0.0874,0.0,0.6242,1.0,0.0,0.0,0.0,GS160108C00165000,0.00821917808219178,8.875,0.0874,9.225560720840008,9.215321719476941,0.009771739030534575,0.3505607208400079,0.34032171947694145
23,174.09,GS160108P00165000,put,2016-01-08,2016-01-05,165.0,0.2,0.13,0.17,165,220,265,0.4304,0.4179,0.4429,-0.0576,0.0192,-0.148,0.016,GS160108P00165000,0.00821917808219178,0.15000000000000002,0.4304,0.24482329279129367,0.24728352078254198,0.007753127813895186,0.09482329279129365,0.09728352078254196
24,174.09,GS160108C00167500,call,2016-01-08,2016-01-05,167.5,0.0,5.8,7.2,0,0,0,0.0874,0.0,0.5008,1.0,0.0,0.0,0.0,GS160108C00167500,0.00821917808219178,6.5,0.0874,6.727614754324776,6.717375669792691,0.009771739030534575,0.22761475432477596,0.21737566979269118
25,174.09,GS160108P00167500,put,2016-01-08,2016-01-05,167.5,0.39,0.26,0.33,169,301,444,0.3969,0.3834,0.4104,-0.109,0.0338,-0.2211,0.026,GS160108P00167500,0.00821917808219178,0.29500000000000004,0.3969,0.42537218781680863,0.4277304909327107,0.010122212626697297,0.1303721878168086,0.13273049093271067
26,174.09,GS160108C00170000,call,2016-01-08,2016-01-05,170.0,4.74,4.1,4.9,24,72,86,0.2787,0.1375,0.4199,0.8595,0.0575,-0.1854,0.0311,GS160108C00170000,0.00821917808219178,4.5,0.2787,4.610330198282497,4.579380973494027,0.027005447737586678,0.11033019828249735,0.07938097349402717
27,174.09,GS160108P00170000,put,2016-01-08,2016-01-05,170.0,0.85,0.57,0.68,440,372,572,0.3742,0.3605,0.3879,-0.2091,0.0552,-0.3209,0.04,GS160108P00170000,0.00821917808219178,0.625,0.3742,0.7987246901390463,0.804259986192062,0.013837353864997196,0.17372469013904634,0.17925998619206196
28,174.09,GS160108C00172500,call,2016-01-08,2016-01-05,172.5,3.0,2.81,3.05,48,49,72,0.3685,0.3457,0.3913,0.6278,0.0738,-0.4157,0.0527,GS160108C00172500,0.00821917808219178,2.9299999999999997,0.3685,3.2770556608654857,3.253240713174035,0.028550535835198756,0.347055660865486,0.32324071317403513
29,174.09,GS160108P00172500,put,2016-01-08,2016-01-05,172.5,1.38,1.3,1.39,146,254,311,0.3695,0.3609,0.3779999999999999,-0.3725,0.0736,-0.417,0.0527,GS160108P00172500,0.00821917808219178,1.345,0.3695,1.5513237475750685,1.570479140354046,0.019406342979627157,0.20632374757506855,0.22547914035404593
30,174.09,GS160108C00175000,call,2016-01-08,2016-01-05,175.0,1.57,1.5,1.63,774,253,631,0.3569,0.345,0.3688,0.4331,0.0792,-0.4187,0.0547,GS160108C00175000,0.00821917808219178,1.565,0.3569,1.889660376374735,1.880774571187244,0.021843451009875507,0.3246603763747351,0.31577457118724395
31,174.09,GS160108P00175000,put,2016-01-08,2016-01-05,175.0,2.61,2.33,2.6,55,1953,1954,0.355,0.3304,0.3797,-0.5673,0.0796,-0.4164,0.0547,GS160108P00175000,0.00821917808219178,2.465,0.355,2.6440062973621536,2.676512209716988,0.02458205441412553,0.1790062973621538,0.21151220971698814
32,174.09,GS160108C00177500,call,2016-01-08,2016-01-05,177.5,0.68,0.68,0.78,709,297,538,0.355,0.3439,0.3662,0.2517,0.0645,-0.3377,0.0444,GS160108C00177500,0.00821917808219178,0.73,0.355,0.9896899024419383,0.9848947114170257,0.015799922985838145,0.25968990244193835,0.2548947114170257
33,174.09,GS160108P00177500,put,2016-01-08,2016-01-05,177.5,4.2,3.95,5.1,11,1728,1727,0.4316,0.31,0.5531,-0.7071,0.0572,-0.4427,0.0479,GS160108P00177500,0.00821917808219178,4.525,0.4316,4.678323520021166,4.721336632405701,0.03502303878361333,0.153323520021166,0.19633663240570076
34,174.09,GS160108C00180000,call,2016-01-08,2016-01-05,180.0,0.28,0.27,0.29,556,407,659,0.3496,0.346,0.3532,0.1189,0.0408,-0.2072,0.0277,GS160108C00180000,0.00821917808219178,0.28,0.3496,0.44336047065486994,0.4428142644092232,0.01028988732299332,0.16336047065486992,0.1628142644092232
35,174.09,GS160108P00180000,put,2016-01-08,2016-01-05,180.0,6.37,5.95,7.3,22,331,320,0.4315,0.2255,0.6375,-0.8290000000000001,0.0423,-0.3269,0.0353,GS160108P00180000,0.00821917808219178,6.625,0.4315,6.547668978047938,6.596780446789635,0.03965048865036326,-0.07733102195206243,-0.028219553210364623
36,174.09,GS160108C00182500,call,2016-01-08,2016-01-05,182.5,0.12,0.02,0.16,120,324,360,0.3311,0.2711,0.3911,0.0385,0.0181,-0.0824,0.0116,GS160108C00182500,0.00821917808219178,0.09,0.3311,0.14156585291668655,0.14159092598254044,0.005431345467357689,0.051565852916686555,0.05159092598254045
37,174.09,GS160108P00182500,put,2016-01-08,2016-01-05,182.5,9.0,8.2,9.75,81,156,156,0.5183,0.0,0.7559999999999999,-0.8682,0.0296,-0.3302,0.0297,GS160108P00182500,0.00821917808219178,8.975,0.5183,8.975543811074488,9.034573668344956,0.04954340382253355,0.0005438110744879765,0.05957366834495659
38,174.09,GS160108C00185000,call,2016-01-08,2016-01-05,185.0,0.08,0.05,0.13,30,534,527,0.4206,0.3848,0.4564,0.0367,0.0137,-0.1007,0.0112,GS160108C00185000,0.00821917808219178,0.09,0.4206,0.16956210652192638,0.1695296286116375,0.006741990402967416,0.07956210652192638,0.07952962861163751
39,174.09,GS160108P00185000,put,2016-01-08,2016-01-05,185.0,5.34,9.85,12.6,0,126,126,0.5702,0.0,0.9627,-0.905,0.0213,-0.2875,0.0235,GS160108P00185000,0.00821917808219178,11.225,0.5702,11.32236745597342,11.387744640855026,0.05659559177957044,0.097367455973421,0.16274464085502593
40,174.09,GS160108C00187500,call,2016-01-08,2016-01-05,187.5,0.05,0.05,0.1,34,378,387,0.4825,0.4548,0.5101,0.0284,0.0097,-0.0937,0.0091,GS160108C00187500,0.00821917808219178,0.07500000000000001,0.4825,0.1525125989491194,0.15247648650633094,0.00683154198049602,0.07751259894911938,0.07747648650633093
41,174.09,GS160108P00187500,put,2016-01-08,2016-01-05,187.5,6.5,12.4,15.0,0,42,42,0.6532,0.0,1.0557,-0.9185,0.0166,-0.2939,0.021,GS160108P00187500,0.00821917808219178,13.7,0.6532,13.809109520630216,13.884182710926144,0.06574205290880857,0.1091095206302164,0.18418271092614447
42,174.09,GS160108C00190000,call,2016-01-08,2016-01-05,190.0,0.05,0.0,0.13,5,1947,1942,0.5496,0.0,0.611,0.0245,0.0075,-0.0943,0.008,GS160108C00190000,0.00821917808219178,0.13,0.5496,0.150649758275625,0.1507596727368551,0.007260880233105527,0.020649758275624985,0.020759672736855084
43,174.09,GS160108P00190000,put,2016-01-08,2016-01-05,190.0,6.6,14.9,17.65,0,39,39,0.7245,0.0,1.2066,-0.9307,0.0132,-0.288,0.0186,GS160108P00190000,0.00821917808219178,16.275,0.7245,16.275857458129707,16.359500694842303,0.07386199876260327,0.0008574581297082773,0.08450069484230482
44,174.09,GS160108C00192500,call,2016-01-08,2016-01-05,192.5,0.04,0.0,0.13,0,1746,1746,0.6175,0.0,0.6843,0.0221,0.0061,-0.0972,0.0073,GS160108C00192500,0.00821917808219178,0.13,0.6175,0.15335504664205146,0.15360650423486258,0.00779455060788002,0.023355046642051458,0.023606504234862574
45,174.09,GS160108P00192500,put,2016-01-08,2016-01-05,192.5,9.4,17.25,20.2,0,2,2,0.8282,0.0,1.3283,-0.9312,0.0115,-0.3272,0.0184,GS160108P00192500,0.00821917808219178,18.725,0.8282,18.84093513019036,18.93642132027833,0.08445796789848585,0.1159351301903584,0.21142132027832972
46,174.09,GS160108C00195000,call,2016-01-08,2016-01-05,195.0,0.02,0.0,0.17,0,308,308,0.7154,0.0,0.7924,0.0253,0.0059,-0.1261,0.0082,GS160108C00195000,0.00821917808219178,0.17,0.7154,0.1998286221143184,0.1999900273966446,0.009707369620996876,0.029828622114318387,0.02999002739664458
47,174.09,GS160108P00195000,put,2016-01-08,2016-01-05,195.0,7.74,19.9,22.65,0,40,36,0.8756,0.0,1.4188,-0.9435,0.0093,-0.2966,0.0158,GS160108P00195000,0.00821917808219178,21.275,0.8756,21.264084662457975,21.36503230898009,0.09051315015706762,-0.010915337542023451,0.09003230898009207
48,174.09,GS160108C00197500,call,2016-01-08,2016-01-05,197.5,0.1,0.0,0.32,0,63,63,0.7945,0.0,0.9741,0.0253,0.0053,-0.14,0.0082,GS160108C00197500,0.00821917808219178,0.32,0.7945,0.22112401075546462,0.221320812322667,0.010846469387661449,-0.09887598924453539,-0.098679187677333
49,174.09,GS160108P00197500,put,2016-01-08,2016-01-05,197.5,11.3,22.05,25.05,0,11,11,0.9267,0.0,1.4898,-0.9521,0.0077,-0.2754,0.0139,GS160108P00197500,0.00821917808219178,23.55,0.9267,23.712260101367036,23.81878312648233,0.09673675624225941,0.1622601013670355,0.2687831264823295
50,174.09,GS160108C00200000,call,2016-01-08,2016-01-05,200.0,0.07,0.0,0.14,0,67,67,0.8834,0.0,0.9025,0.0269,0.005,-0.1635,0.0086,GS160108C00200000,0.00821917808219178,0.14,0.8834,0.2586373184127959,0.25885071114943475,0.012498722835513383,0.1186373184127959,0.11885071114943474
51,174.09,GS160108P00200000,put,2016-01-08,2016-01-05,200.0,24.77,24.8,27.65,0,28,25,1.0129,0.0,1.6162,-0.9528,0.0069999999999999,-0.2975,0.0137,GS160108P00200000,0.00821917808219178,26.225,1.0129,26.24503757725995,26.36117927107317,0.10580475359055677,0.02003757725994859,0.13617927107316774
52,174.09,GS160108C00202500,call,2016-01-08,2016-01-05,202.5,0.21,0.0,0.33,0,26,26,0.9664,0.0,1.1295,0.0276,0.0047,-0.1828,0.0088,GS160108C00202500,0.00821917808219178,0.33,0.9664,0.2889699497834872,0.2892088643030517,0.013941912857470304,-0.04103005021651279,-0.04079113569694831
53,174.09,GS160108P00202500,put,2016-01-08,2016-01-05,202.5,0.0,26.8,30.75,0,0,0,1.1213,0.0,1.885,-0.9496,0.0066,-0.3469,0.0144,GS160108P00202500,0.00821917808219178,28.775,1.1213,28.829609861471283,28.957834494755105,0.11666987253072027,0.05460986147128466,0.18283449475510594
54,174.09,GS160108C00205000,call,2016-01-08,2016-01-05,205.0,0.09,0.0,0.33,0,15,15,1.0404,0.0,1.2011,0.0272,0.0043,-0.1948,0.0087,GS160108C00205000,0.00821917808219178,0.33,1.0404,0.30686881325336834,0.3071554309890753,0.015013311681949323,-0.02313118674663167,-0.022844569010924742
55,174.09,GS160108P00205000,put,2016-01-08,2016-01-05,205.0,29.79,29.8,32.85,0,3,3,1.26,0.0,1.8636,-0.942,0.0066,-0.4358,0.0161,GS160108P00205000,0.00821917808219178,31.325000000000003,1.26,31.49150849532097,31.635224070690942,0.1299077404845667,0.16650849532096856,0.31022407069093916
56,174.09,GS160108C00207500,call,2016-01-08,2016-01-05,207.5,0.0,0.0,0.32,0,0,0,1.1402,0.0,1.2637,0.03,0.0043,-0.2317,0.0095,GS160108C00207500,0.00821917808219178,0.32,1.1402,0.36726738651901414,0.3675113593325292,0.017405765180445384,0.04726738651901413,0.0475113593325292
57,174.09,GS160108P00207500,put,2016-01-08,2016-01-05,207.5,0.0,31.8,35.8,0,0,0,1.3181,0.0,2.0884,-0.9466,0.0059,-0.427,0.0151,GS160108P00207500,0.00821917808219178,33.8,1.3181,33.963328765350695,34.11330183407918,0.13661989228810661,0.1633287653506983,0.31330183407918355
58,174.09,GS160108C00210000,call,2016-01-08,2016-01-05,210.0,0.15,0.0,0.33,0,31,31,1.1848,0.0,1.3395,0.0267,0.0037,-0.218,0.0086,GS160108C00210000,0.00821917808219178,0.33,1.1848,0.34144094334833053,0.3418600806194803,0.017138879210968315,0.011440943348330512,0.011860080619480295
59,174.09,GS160108P00210000,put,2016-01-08,2016-01-05,210.0,0.0,34.25,38.3,0,0,0,1.3615,0.0,2.1794,-0.9524,0.0052,-0.4029,0.0138,GS160108P00210000,0.00821917808219178,36.275,1.3615,36.408204073363976,36.562559604945314,0.14208034659943153,0.13320407336397722,0.2875596049453151
60,174.09,GS160108C00212500,call,2016-01-08,2016-01-05,212.5,0.17,0.0,0.32,0,15,15,1.245,0.0,1.3985,0.0254,0.0034,-0.22,0.0082,GS160108C00212500,0.00821917808219178,0.32,1.245,0.3427650825958164,0.343479795599119,0.017692353443575608,0.02276508259581639,0.023479795599119002
61,174.09,GS160108P00212500,put,2016-01-08,2016-01-05,212.5,0.0,36.6,40.8,0,0,0,1.4143,0.0,2.2682,-0.956,0.0047,-0.3923,0.0129,GS160108P00212500,0.00821917808219178,38.7,1.4143,38.880704097168774,39.04076604967307,0.14824429796309624,0.18070409716877123,0.34076604967306423
62,174.09,GS160108C00215000,call,2016-01-08,2016-01-05,215.0,0.01,0.0,0.32,0,15,15,1.3051,0.0,1.4642,0.0244,0.0032,-0.2228,0.008,GS160108C00215000,0.00821917808219178,0.32,1.3051,0.34566026609538447,0.34653823410875717,0.018287265725898512,0.025660266095384465,0.026538234108757164
63,174.09,GS160108P00215000,put,2016-01-08,2016-01-05,215.0,0.0,39.3,43.3,0,0,0,1.4838,0.0,2.3547,-0.9573,0.0044,-0.4024,0.0127,GS160108P00215000,0.00821917808219178,41.3,1.4838,41.39180159152477,41.55956752411277,0.15575570998667082,0.09180159152477074,0.25956752411277506
64,174.09,GS160108C00217500,call,2016-01-08,2016-01-05,217.5,0.01,0.0,0.32,0,4,4,1.3195,0.0,1.5277,0.0198,0.0026,-0.1891,0.0067,GS160108C00217500,0.00821917808219178,0.32,1.3195,0.289097813583707,0.29076669221420165,0.01677076271381412,-0.030902186416292998,-0.029233307785798357
65,174.09,GS160108P00217500,put,2016-01-08,2016-01-05,217.5,0.0,41.75,45.8,0,0,0,1.5608,0.0,2.4393,-0.9574,0.0042,-0.422,0.0126,GS160108P00217500,0.00821917808219178,43.775,1.5608,43.920385988964,44.096473724647545,0.1638699282059148,0.14538598896400146,0.32147372464754653
66,174.09,GS160108C00220000,call,2016-01-08,2016-01-05,220.0,0.11,0.0,0.13,0,1,1,1.3591,0.0,1.3779,0.0179,0.0023,-0.1785,0.0061,GS160108C00220000,0.00821917808219178,0.13,1.3591,0.27101649662419014,0.2734003948203793,0.016513081086578167,0.14101649662419014,0.1434003948203793
67,174.09,GS160108P00220000,put,2016-01-08,2016-01-05,220.0,0.0,44.3,48.25,0,0,0,1.6288,0.0,2.5061,-0.9584,0.0039,-0.4324,0.0124,GS160108P00220000,0.00821917808219178,46.275,1.6288,46.43243161022457,46.615875782179366,0.1712133536305455,0.1574316102245703,0.3408757821793671
68,174.09,GS160108C00222500,call,2016-01-08,2016-01-05,222.5,0.01,0.0,0.32,0,2,2,1.4277,0.0,1.6522,0.0182,0.0022,-0.1903,0.0062,GS160108C00222500,0.00821917808219178,0.32,1.4277,0.2889873007965189,0.29152366863321644,0.01761059003669687,-0.031012699203481098,-0.02847633136678357
69,174.09,GS160108P00222500,put,2016-01-08,2016-01-05,222.5,0.0,46.7,50.75,0,0,0,1.6664,0.0,2.5867,-0.962,0.0036,-0.4104,0.0115,GS160108P00222500,0.00821917808219178,48.725,1.6664,48.88683124169842,49.073987293699474,0.17599052764134418,0.16183124169841534,0.3489872936994729
70,174.09,GS160108C00225000,call,2016-01-08,2016-01-05,225.0,0.01,0.0,0.32,0,2,2,1.5088,0.0,1.7124,0.0194,0.0022,-0.2124,0.0066,GS160108C00225000,0.00821917808219178,0.32,1.5088,0.3232113293794283,0.3256613424281751,0.0193348225224255,0.003211329379428307,0.00566134242817512
71,174.09,GS160108P00225000,put,2016-01-08,2016-01-05,225.0,0.0,49.2,53.3,0,0,0,1.7245,0.0,2.682,-0.9634,0.0033,-0.4123,0.0112,GS160108P00225000,0.00821917808219178,51.25,1.7245,51.384390328757206,51.57786175696083,0.18245324791140688,0.13439032875720613,0.32786175696082864
72,174.09,GS160108C00230000,call,2016-01-08,2016-01-05,230.0,0.0,0.0,0.32,0,0,0,1.6669999999999998,0.0,1.8299,0.0215,0.0022,-0.2563,0.0072,GS160108C00230000,0.00821917808219178,0.32,1.6669999999999998,0.39169070470612777,0.3939648680898742,0.022790151648045553,0.07169070470612776,0.07396486808987418
73,174.09,GS160108P00230000,put,2016-01-08,2016-01-05,230.0,0.0,54.2,58.3,0,0,0,1.8496,0.0,2.8356,-0.9648,0.003,-0.4283,0.0108,GS160108P00230000,0.00821917808219178,56.25,1.8496,56.40152494369417,56.60853026586,0.19607717761721077,0.15152494369417013,0.35853026585999714
74,174.09,GS160108C00235000,call,2016-01-08,2016-01-05,235.0,0.0,0.0,0.32,0,0,0,1.7482,0.0,1.9436,0.0189,0.0019,-0.2409,0.0064,GS160108C00235000,0.00821917808219178,0.32,1.7482,0.3647744911625237,0.3682885802386704,0.022666407037841396,0.04477449116252369,0.04828858023867039
75,174.09,GS160108P00235000,put,2016-01-08,2016-01-05,235.0,0.0,59.2,63.3,0,0,0,1.9474,0.0,2.9834,-0.9678,0.0027,-0.4194,0.01,GS160108P00235000,0.00821917808219178,61.25,1.9474,61.37635019486706,61.59387991295488,0.20730104342838526,0.126350194867058,0.3438799129548826
76,174.09,GS160108C00240000,call,2016-01-08,2016-01-05,240.0,0.0,0.0,0.32,0,0,0,1.8477,0.0,2.0538,0.0179,0.0017,-0.2427,0.0061,GS160108C00240000,0.00821917808219178,0.32,1.8477,0.3659352082564684,0.3699541505914208,0.02356592068333983,0.04593520825646841,0.049954150591420776
77,174.09,GS160108P00240000,put,2016-01-08,2016-01-05,240.0,0.0,64.25,68.1,0,0,0,2.0144,0.0,3.054,-0.9721,0.0023,-0.3846,0.0089,GS160108P00240000,0.00821917808219178,66.175,2.0144,66.30913744826816,66.53451224429544,0.21574720314122353,0.13413744826816298,0.3595122442954448
78,174.09,GS160108C00245000,call,2016-01-08,2016-01-05,245.0,0.0,0.0,0.31,0,0,0,1.9406,0.0,2.1493,0.0168,0.0015,-0.2417,0.0058,GS160108C00245000,0.00821917808219178,0.31,1.9406,0.362965471782533,0.36744032857804704,0.024269572365200647,0.052965471782533025,0.05744032857804704
79,174.09,GS160108P00245000,put,2016-01-08,2016-01-05,245.0,0.0,69.2,73.1,0,0,0,2.0596,0.0,3.1898,-0.9768,0.0019,-0.3366,0.0076,GS160108P00245000,0.00821917808219178,71.15,2.0596,71.22291618024465,71.45440672675495,0.2220977368387638,0.07291618024464697,0.30440672675494795
80,174.09,GS160115C00080000,call,2016-01-15,2016-01-05,80.0,110.8,91.75,95.7,0,0,0,37.1114,0.0,3.2429,0.9982,0.0,-0.166,0.0009,GS160115C00080000,0.0273972602739726,93.725,0.37111400000000005,94.30887811225126,94.23063557256131,0.07582051073148095,0.58387811225127,0.5056355725613173
81,174.09,GS160115P00080000,put,2016-01-15,2016-01-05,80.0,0.02,0.0,0.02,0,1242,1242,1.5989,0.0,1.7004,-0.0008,0.0001,-0.0063,0.0007,GS160115P00080000,0.0273972602739726,0.02,1.5989,0.014180778764588092,0.01391295371929285,0.0025205334478612712,-0.005819221235411908,-0.006087046280707151
82,174.09,GS160115C00085000,call,2016-01-15,2016-01-05,85.0,97.02,86.75,90.7,0,0,0,31.5029,0.0,3.022,0.9953,0.0,-0.5275,0.0032,GS160115C00085000,0.0273972602739726,88.725,0.315029,89.32255799426696,89.25596515007969,0.06434566094173964,0.597557994266964,0.5309651500796946
83,174.09,GS160115P00085000,put,2016-01-15,2016-01-05,85.0,0.02,0.0,0.16,0,1247,1247,1.7669,0.0,1.9866,-0.0037,0.0002,-0.0293,0.0031,GS160115P00085000,0.0273972602739726,0.16,1.7669,0.0796553833474023,0.08413018988362447,0.007372767715410684,-0.0803446166525977,-0.07586981011637553
84,174.09,GS160115C00090000,call,2016-01-15,2016-01-05,90.0,98.0,81.9,85.7,0,1,1,26.3602,0.0,2.8144,0.9874,0.0,-1.1925,0.0086,GS160115C00090000,0.0273972602739726,83.80000000000001,0.263602,84.33623787628267,84.28038426983167,0.053831007924406794,0.5362378762826552,0.48038426983166005
85,174.09,GS160115P00090000,put,2016-01-15,2016-01-05,90.0,0.03,0.0,0.16,0,313,313,1.7181,0.0,1.8411,-0.0056,0.0003,-0.0411,0.0045,GS160115P00090000,0.0273972602739726,0.16,1.7181,0.1183189776002711,0.12323085746832356,0.009279311592920853,-0.0416810223997289,-0.036769142531676444
